,City,Date,PM2.5,PM10,NO2,CO,SO2,O3
1681,Ahmedabad,8/9/2019,44.1,99.59,72.53,26.54,42.51,45.15
1682,Ahmedabad,8/10/2019,22.26,50.03,41.31,28.38,45.34,37.92
1683,Ahmedabad,8/11/2019,37.97,95.65,39.57,33.04,39.94,34.34
1684,Ahmedabad,8/12/2019,46.3,160.82,47.9,40.24,41.94,33.06
1685,Ahmedabad,8/13/2019,41.77,175.24,49.65,28.77,37.04,47.71
1686,Ahmedabad,8/14/2019,47.52,184.48,36.01,33.11,40.95,41.86
1687,Ahmedabad,8/15/2019,50.55,117.04,52.84,31.12,39.98,31.08
1688,Ahmedabad,8/16/2019,27.6,75.1,48.35,33.81,42.4,34.06
1689,Ahmedabad,8/17/2019,41.4,143.82,41.39,30.09,40.05,42.78
1690,Ahmedabad,8/18/2019,44.46,134.58,73.54,36.78,37.46,45.93
1691,Ahmedabad,8/19/2019,39.88,184.17,60.79,34.38,26.36,55.36
1692,Ahmedabad,8/20/2019,46.58,138.91,53.62,26.7,45.91,61.08
1693,Ahmedabad,8/21/2019,36.44,151.31,60.1,24.36,40.9,69.33
1694,Ahmedabad,8/22/2019,45.37,176.7,64.69,24.41,43.82,68.52
1695,Ahmedabad,8/23/2019,47.67,182.75,53.56,25.81,51.27,57.64
1696,Ahmedabad,8/24/2019,41.31,142.75,55.93,18.93,37.66,76.75
1697,Ahmedabad,8/25/2019,30.82,119.98,57.44,21.13,39.97,69.77
1698,Ahmedabad,8/26/2019,45.77,164.31,56.76,36.07,55.67,29.03
1699,Ahmedabad,8/27/2019,58.51,142.29,36.67,46.11,44.52,24.36
1700,Ahmedabad,8/28/2019,36.1,88.66,46.87,27.22,40.52,51.74
1701,Ahmedabad,8/29/2019,38.5,93.7,47.69,37.89,63.22,28.61
1702,Ahmedabad,8/30/2019,40.53,118.21,43.33,36.0,49.29,32.49
1703,Ahmedabad,8/31/2019,37.05,111.11,48.51,30.71,46.13,37.33
1704,Ahmedabad,9/1/2019,31.28,87.45,47.49,24.16,47.71,47.56
1705,Ahmedabad,9/2/2019,25.64,69.07,52.47,25.23,48.58,44.0
1706,Ahmedabad,9/3/2019,40.18,82.81,49.59,29.4,50.91,42.54
1707,Ahmedabad,9/4/2019,39.16,86.22,62.06,16.72,48.32,77.97
1708,Ahmedabad,9/5/2019,45.55,69.01,82.99,20.81,50.79,73.91
1709,Ahmedabad,9/6/2019,55.43,80.39,81.63,22.28,50.6,84.1
1710,Ahmedabad,9/7/2019,35.05,77.28,54.26,25.02,48.29,53.43
1711,Ahmedabad,9/8/2019,33.15,59.41,48.34,18.87,44.03,57.52
1712,Ahmedabad,9/9/2019,38.7,69.84,61.48,21.33,53.34,71.99
1713,Ahmedabad,9/10/2019,45.2,69.26,72.02,23.33,50.39,39.15
1714,Ahmedabad,9/11/2019,59.4,196.25,46.05,45.92,81.09,33.47
1715,Ahmedabad,9/12/2019,67.4506,118.127,39.61,49.78,52.59,22.98
1716,Ahmedabad,9/13/2019,64.45,118.127,58.92,51.32,66.72,9.64
1717,Ahmedabad,9/14/2019,59.96,118.127,69.61,40.14,64.63,13.0
1718,Ahmedabad,9/15/2019,66.21,171.53,44.57,37.54,68.54,20.67
1719,Ahmedabad,9/16/2019,38.0,107.96,53.2,23.87,63.42,26.28
1720,Ahmedabad,9/17/2019,44.41,102.31,236.79,36.34,59.59,32.92
1721,Ahmedabad,9/18/2019,50.66,126.48,94.87,25.45,33.42,34.64
1722,Ahmedabad,9/19/2019,73.61,133.78,129.85,31.7,78.7,31.11
1723,Ahmedabad,9/20/2019,27.17,55.41,61.34,11.26,78.36,42.49
1724,Ahmedabad,9/21/2019,39.27,73.22,132.09,17.41,82.79,48.66
1725,Ahmedabad,9/22/2019,45.4,85.77,128.45,13.26,90.46,51.35
1726,Ahmedabad,9/23/2019,59.74,108.29,112.62,19.33,114.51,43.41
1727,Ahmedabad,9/24/2019,58.49,89.47,124.86,18.72,102.52,60.11
1728,Ahmedabad,9/25/2019,61.46,103.64,112.12,23.56,81.76,60.38
1729,Ahmedabad,9/26/2019,39.34,59.29,96.73,18.91,90.49,48.71
1730,Ahmedabad,9/27/2019,28.2,40.35,80.73,18.36,82.95,40.22
1731,Ahmedabad,9/28/2019,30.18,48.65,99.02,24.72,82.66,34.33
1732,Ahmedabad,9/29/2019,20.71,44.65,79.1,14.94,107.18,33.31
1733,Ahmedabad,9/30/2019,21.94,34.95,65.04,11.62,101.99,42.88
1734,Ahmedabad,10/1/2019,33.66,56.01,92.52,11.85,137.97,72.52
1735,Ahmedabad,10/2/2019,51.11,106.2,118.26,21.47,129.38,41.28
1736,Ahmedabad,10/3/2019,57.08,126.9,98.77,18.9,99.59,43.21
1737,Ahmedabad,10/4/2019,49.88,127.47,101.3,25.05,120.8,48.48
1738,Ahmedabad,10/5/2019,57.65,138.99,168.74,49.58,153.44,41.05
1739,Ahmedabad,10/6/2019,68.62,117.69,132.77,55.22,158.04,68.56
1740,Ahmedabad,10/7/2019,99.81,155.39,162.56,36.34,146.33,68.81
1741,Ahmedabad,10/8/2019,73.52,153.75,171.17,45.99,154.99,70.66
1742,Ahmedabad,10/9/2019,108.07,195.19,204.06,82.73,130.56,67.73
1743,Ahmedabad,10/10/2019,117.13,188.14,199.03,59.24,134.87,62.92
1744,Ahmedabad,10/11/2019,70.26,153.84,211.8,34.88,139.0,67.9
1745,Ahmedabad,10/12/2019,109.48,212.8,245.62,68.52,178.58,54.14
1746,Ahmedabad,10/13/2019,194.36,335.86,207.05,119.3,14.532,27.16
1747,Ahmedabad,10/14/2019,98.5,231.88,221.25,45.18,172.85,69.56
1748,Ahmedabad,10/15/2019,96.74,208.83,229.45,57.78,156.5,59.05
1749,Ahmedabad,10/16/2019,90.7,188.75,219.01,51.18,135.76,77.07
1750,Ahmedabad,10/17/2019,100.06,175.79,239.1,39.85,134.84,59.32
1751,Ahmedabad,10/18/2019,109.01,174.56,217.53,40.53,14.532,73.44
1752,Ahmedabad,10/19/2019,87.87,154.68,186.56,6.94,100.46,93.28
1753,Ahmedabad,10/20/2019,89.05,129.36,159.1,5.69,105.73,76.58
1754,Ahmedabad,10/21/2019,81.62,118.57,121.02,1.7,117.2,114.49
1755,Ahmedabad,10/22/2019,84.9,128.62,108.85,3.67,113.16,133.14
1756,Ahmedabad,10/23/2019,46.84,83.85,114.63,6.05,118.83,91.42
1757,Ahmedabad,10/24/2019,53.59,106.77,152.09,4.79,119.97,116.38
1758,Ahmedabad,10/25/2019,82.74,148.8,186.72,7.26,133.53,90.23
1759,Ahmedabad,10/26/2019,62.7,108.91,86.91,1.41,88.46,162.43
1760,Ahmedabad,10/27/2019,57.54,81.3,72.14,7.32,120.11,103.24
1761,Ahmedabad,10/28/2019,75.12,158.06,68.64,7.95,106.2,55.96
1762,Ahmedabad,10/29/2019,37.74,93.24,62.2,7.42,110.11,51.34
1763,Ahmedabad,10/30/2019,20.1,52.97,74.41,16.72,134.66,50.0
1764,Ahmedabad,10/31/2019,54.57,135.53,115.84,22.31,129.06,51.69
1765,Ahmedabad,11/1/2019,63.17,145.88,112.58,9.85,136.87,46.54
1766,Ahmedabad,11/2/2019,42.27,111.98,87.8,10.87,129.66,39.52
1767,Ahmedabad,11/3/2019,33.68,69.15,115.67,23.59,133.73,36.66
1768,Ahmedabad,11/4/2019,69.31,112.61,175.04,28.8,136.74,62.53
1769,Ahmedabad,11/5/2019,84.29,131.73,203.26,17.04,138.03,59.57
1770,Ahmedabad,11/6/2019,112.08,171.65,192.27,28.47,120.4,79.31
1771,Ahmedabad,11/7/2019,56.86,79.47,156.28,15.77,163.2,46.86
1772,Ahmedabad,11/8/2019,64.96,92.32,157.51,14.87,174.83,27.22
1773,Ahmedabad,11/9/2019,48.99,107.67,163.7,14.05,167.13,38.58
1774,Ahmedabad,11/10/2019,68.07,133.46,155.92,9.16,168.45,51.38
1775,Ahmedabad,11/11/2019,84.08,170.94,208.92,17.69,14.532,49.3
1776,Ahmedabad,11/12/2019,100.47,217.53,292.02,47.92,14.532,34.64
1777,Ahmedabad,11/13/2019,88.0,145.34,226.03,18.8,14.532,32.59
1778,Ahmedabad,11/14/2019,49.19,116.2,202.95,20.01,155.16,27.68
1779,Ahmedabad,11/15/2019,43.56,94.58,121.43,10.3,145.89,16.36
1780,Ahmedabad,11/16/2019,70.05,133.55,145.72,28.74,156.97,16.41
1781,Ahmedabad,11/17/2019,58.66,78.4,136.69,29.52,135.46,16.08
1782,Ahmedabad,11/18/2019,62.15,94.91,147.33,42.34,143.33,15.8
1783,Ahmedabad,11/19/2019,52.04,85.17,112.69,39.43,158.25,15.84
1784,Ahmedabad,11/20/2019,46.54,93.8,97.74,34.48,172.68,16.99
1785,Ahmedabad,11/21/2019,55.43,91.22,109.17,17.98,157.33,15.43
1786,Ahmedabad,11/22/2019,55.5,95.86,99.44,17.1,176.88,16.02
1787,Ahmedabad,11/23/2019,58.97,104.2,106.63,19.45,132.97,14.99
1788,Ahmedabad,11/24/2019,60.38,98.67,98.24,17.72,137.97,16.21
1789,Ahmedabad,11/25/2019,73.87,106.75,110.17,20.3,127.11,15.31
1790,Ahmedabad,11/26/2019,64.06,101.44,92.88,16.8,139.64,30.45
1791,Ahmedabad,11/27/2019,53.91,108.89,98.4,11.11,142.7,46.08
1792,Ahmedabad,11/28/2019,38.15,89.99,140.56,7.78,166.39,40.11
1793,Ahmedabad,11/29/2019,48.47,87.26,103.61,5.55,186.08,44.3
1794,Ahmedabad,11/30/2019,46.95,86.39,86.67,8.07,147.78,41.06
1795,Ahmedabad,12/1/2019,43.06,79.08,81.68,5.26,137.18,42.68
1796,Ahmedabad,12/2/2019,46.74,76.39,60.49,4.02,112.45,48.16
1797,Ahmedabad,12/3/2019,41.61,83.5,54.14,3.87,123.27,57.81
1798,Ahmedabad,12/4/2019,77.66,99.48,62.09,4.32,93.11,51.79
1799,Ahmedabad,12/5/2019,65.48,121.86,82.62,7.8,66.09,42.3
1800,Ahmedabad,12/6/2019,64.87,122.33,71.51,14.15,36.29,47.75
1801,Ahmedabad,12/7/2019,93.24,157.33,83.89,9.08,36.22,53.07
1802,Ahmedabad,12/8/2019,92.26,135.81,76.33,12.09,31.8,53.65
1803,Ahmedabad,12/9/2019,78.95,123.59,54.51,12.83,41.87,54.56
1804,Ahmedabad,12/10/2019,86.88,143.98,35.11,26.73,58.5,35.3
1805,Ahmedabad,12/11/2019,72.3,118.19,24.48,26.27,54.58,32.36
1806,Ahmedabad,12/12/2019,62.39,116.84,14.9,14.39,60.87,24.18
1807,Ahmedabad,12/13/2019,52.59,92.57,11.32,6.92,25.09,23.94
1808,Ahmedabad,12/14/2019,63.33,99.3,14.79,4.66,29.4,24.07
1809,Ahmedabad,12/15/2019,48.58,93.92,12.0,2.56,20.56,27.73
1810,Ahmedabad,12/16/2019,45.47,89.73,20.62,5.2,18.8,30.45
1811,Ahmedabad,12/17/2019,54.42,102.4,25.45,5.67,26.19,29.22
1812,Ahmedabad,12/18/2019,72.45,116.1,25.88,8.84,29.77,24.83
1813,Ahmedabad,12/19/2019,89.97,155.63,28.82,28.91,39.43,18.76
1814,Ahmedabad,12/20/2019,104.25,163.95,23.33,29.17,35.42,15.46
1815,Ahmedabad,12/21/2019,64.25,121.71,34.29,10.97,73.34,12.43
1816,Ahmedabad,12/22/2019,60.17,104.08,18.36,3.75,39.26,8.94
1817,Ahmedabad,12/23/2019,57.99,97.02,17.47,2.2,52.32,6.35
1818,Ahmedabad,12/24/2019,49.63,95.51,19.99,1.89,79.47,4.87
1819,Ahmedabad,12/25/2019,53.0,98.1,20.11,4.07,69.13,5.4
1820,Ahmedabad,12/26/2019,52.77,95.25,31.26,6.64,50.74,10.61
1821,Ahmedabad,12/27/2019,39.89,83.69,50.41,17.34,53.83,19.03
1822,Ahmedabad,12/28/2019,43.95,85.68,45.51,11.4,73.27,19.15
1823,Ahmedabad,12/29/2019,53.52,89.41,43.92,30.94,49.84,23.66
1824,Ahmedabad,12/30/2019,69.1,115.57,45.08,34.49,68.73,23.67
1825,Ahmedabad,12/31/2019,74.18,126.67,22.77,6.36,95.2,23.67
1826,Ahmedabad,1/1/2020,79.57,131.62,12.64,3.78,27.7,23.67
1827,Ahmedabad,1/2/2020,72.59,128.86,14.38,3.63,23.96,23.67
1828,Ahmedabad,1/3/2020,69.54,128.99,15.13,7.06,35.78,23.66
1829,Ahmedabad,1/4/2020,66.2,138.47,20.79,8.97,38.98,23.65
1830,Ahmedabad,1/5/2020,55.99,110.41,15.34,5.41,45.83,23.61
1831,Ahmedabad,1/6/2020,46.96,109.44,16.88,7.17,38.11,23.64
1832,Ahmedabad,1/7/2020,70.06,161.09,22.67,7.37,58.67,23.58
1833,Ahmedabad,1/8/2020,61.4,118.44,16.33,2.38,30.54,23.59
1834,Ahmedabad,1/9/2020,38.89,93.4,14.14,2.41,46.78,23.64
1835,Ahmedabad,1/10/2020,56.14,108.83,11.65,2.5,26.75,23.58
1836,Ahmedabad,1/11/2020,59.96,109.98,14.37,2.38,45.44,23.58
1837,Ahmedabad,1/12/2020,83.9,152.94,20.66,8.81,58.01,23.56
1838,Ahmedabad,1/13/2020,89.34,143.84,19.05,8.08,62.71,23.69
1839,Ahmedabad,1/14/2020,39.83,44.53,16.42,3.26,25.78,23.62
1840,Ahmedabad,1/15/2020,53.27,90.4,16.01,3.59,19.5,23.66
1841,Ahmedabad,1/16/2020,40.07,79.32,13.41,3.75,10.67,23.6
1842,Ahmedabad,1/17/2020,80.24,219.84,15.61,20.06,36.88,23.62
1843,Ahmedabad,1/18/2020,59.51,106.43,25.39,24.98,71.69,23.57
1844,Ahmedabad,1/19/2020,36.05,79.23,22.26,13.05,46.67,23.6
1845,Ahmedabad,1/20/2020,36.21,82.86,15.65,20.86,44.86,23.6
1846,Ahmedabad,1/21/2020,51.15,123.03,25.32,33.0,84.52,23.61
1847,Ahmedabad,1/22/2020,51.32,121.82,23.56,20.18,50.3,23.6
1848,Ahmedabad,1/23/2020,38.71,88.47,16.11,10.39,34.63,23.56
1849,Ahmedabad,1/24/2020,40.83,96.12,19.84,18.14,54.28,23.58
1850,Ahmedabad,1/25/2020,61.05,132.46,23.86,19.52,144.29,47.16
1851,Ahmedabad,1/26/2020,62.03,191.09,12.48,118.0,112.57,36.76
1852,Ahmedabad,1/27/2020,33.93,85.43,30.39,9.53,51.25,41.25
1853,Ahmedabad,1/28/2020,18.03,66.54,18.02,11.31,35.39,30.29
1854,Ahmedabad,1/29/2020,28.77,73.99,21.98,20.76,40.13,32.37
1855,Ahmedabad,1/30/2020,41.74,92.88,26.88,36.07,100.04,30.37
1856,Ahmedabad,1/31/2020,57.28,109.84,50.06,36.16,83.08,34.61
1857,Ahmedabad,2/1/2020,88.79,125.19,54.23,15.2,56.67,45.39
1858,Ahmedabad,2/2/2020,52.31,97.67,38.28,9.38,36.8,26.07
1859,Ahmedabad,2/3/2020,68.19,106.14,45.94,10.08,31.18,43.72
1860,Ahmedabad,2/4/2020,80.59,127.97,59.9,29.48,48.18,41.9
1861,Ahmedabad,2/5/2020,77.56,137.39,59.03,30.93,59.11,36.15
1862,Ahmedabad,2/6/2020,56.5,121.52,55.49,6.1,51.41,41.16
1863,Ahmedabad,2/7/2020,66.87,127.71,53.47,23.75,47.32,53.97
1864,Ahmedabad,2/8/2020,95.25,160.18,54.77,14.56,55.99,68.81
1865,Ahmedabad,2/9/2020,69.85,124.4,40.74,6.25,27.16,34.4914
1866,Ahmedabad,2/10/2020,64.94,116.45,47.28,8.62,31.84,71.69
1867,Ahmedabad,2/11/2020,79.58,145.12,55.78,12.48,48.28,42.4
1868,Ahmedabad,2/12/2020,83.67,164.2,56.27,27.61,52.9,44.73
1869,Ahmedabad,2/13/2020,88.83,182.12,45.43,57.7,40.9,51.73
1870,Ahmedabad,2/14/2020,50.55,116.51,57.55,18.72,54.6,31.28
1871,Ahmedabad,2/15/2020,73.04,136.02,67.15,24.78,57.08,53.88
1872,Ahmedabad,2/16/2020,59.47,124.36,63.11,14.28,66.39,76.89
1873,Ahmedabad,2/17/2020,62.48,147.78,50.12,43.22,57.29,63.76
1874,Ahmedabad,2/18/2020,85.33,163.52,54.08,59.34,64.71,75.45
1875,Ahmedabad,2/19/2020,114.79,217.94,80.38,42.62,118.91,43.63
1876,Ahmedabad,2/20/2020,65.74,164.24,70.75,22.33,72.14,50.08
1877,Ahmedabad,2/21/2020,60.61,133.31,52.78,10.49,52.84,38.67
1878,Ahmedabad,2/22/2020,36.35,97.03,52.87,4.78,42.9,52.15
1879,Ahmedabad,2/23/2020,54.06,104.74,51.33,4.22,48.07,39.74
1880,Ahmedabad,2/24/2020,68.68,141.39,74.32,10.92,42.37,44.44
1881,Ahmedabad,2/25/2020,73.18,193.22,94.67,31.41,62.73,46.23
1882,Ahmedabad,2/26/2020,137.81,242.98,124.33,70.45,103.5,37.79
1883,Ahmedabad,2/27/2020,94.27,177.11,92.35,92.96,68.76,52.7
1884,Ahmedabad,2/28/2020,79.68,169.52,91.2,57.77,64.67,50.27
1885,Ahmedabad,2/29/2020,53.86,136.6,75.13,17.8,64.67,52.74
1886,Ahmedabad,3/1/2020,53.06,123.32,59.64,22.34,70.8,41.7
1887,Ahmedabad,3/2/2020,56.2,149.92,62.85,23.13,81.42,34.18
1888,Ahmedabad,3/3/2020,77.58,155.65,60.32,21.26,119.95,39.83
1889,Ahmedabad,3/4/2020,49.16,125.88,31.08,7.4,51.07,45.99
1890,Ahmedabad,3/5/2020,43.75,115.5,24.16,8.43,63.99,38.62
1891,Ahmedabad,3/6/2020,54.05,128.08,28.74,10.7,61.9,45.82
1892,Ahmedabad,3/7/2020,51.32,140.9,41.31,12.19,45.6,64.01
1893,Ahmedabad,3/8/2020,35.04,85.35,45.21,7.87,32.78,34.4914
1894,Ahmedabad,3/9/2020,37.02,90.26,32.91,5.55,42.98,67.75
1895,Ahmedabad,3/10/2020,37.67,94.36,17.52,2.28,26.68,16.92
1896,Ahmedabad,3/11/2020,31.12,80.79,21.51,3.56,19.43,16.68
1897,Ahmedabad,3/12/2020,41.19,114.05,31.18,6.04,40.38,34.4914
1898,Ahmedabad,3/13/2020,41.72,97.7,24.99,6.95,27.3,72.25
1899,Ahmedabad,3/14/2020,39.57,111.46,35.3,4.0,49.34,39.51
1900,Ahmedabad,3/15/2020,39.42,115.8,31.33,5.11,27.4,33.16
1901,Ahmedabad,3/16/2020,36.03,90.32,34.32,3.89,28.6,53.81
1902,Ahmedabad,3/17/2020,53.07,112.92,37.65,16.02,34.49,34.4914
1903,Ahmedabad,3/18/2020,58.54,124.58,44.39,15.45,42.86,81.35
1904,Ahmedabad,3/19/2020,101.09,162.86,43.66,15.07,42.07,44.44
1905,Ahmedabad,3/20/2020,50.47,109.06,35.13,4.67,44.08,45.98
1906,Ahmedabad,3/21/2020,74.43,132.17,31.56,9.82,67.89,36.14
1907,Ahmedabad,3/22/2020,48.16,122.17,18.27,5.47,52.62,33.69
1908,Ahmedabad,3/23/2020,44.61,112.32,31.4,4.98,34.25,49.45
1909,Ahmedabad,3/24/2020,31.89,98.52,25.2,2.96,44.87,47.99
1910,Ahmedabad,3/25/2020,33.25,91.38,33.45,4.28,61.4,38.86
1911,Ahmedabad,3/26/2020,43.67,91.12,26.61,7.11,34.72,39.74
1912,Ahmedabad,3/27/2020,22.93,37.12,18.52,5.23,16.19,34.41
1913,Ahmedabad,3/28/2020,37.73,72.43,35.52,4.67,16.06,34.72
1914,Ahmedabad,3/29/2020,20.67,75.48,26.98,3.08,22.76,40.17
1915,Ahmedabad,3/30/2020,28.55,89.1,38.65,4.11,19.14,31.5
1916,Ahmedabad,3/31/2020,29.97,98.96,22.08,3.85,32.01,36.86
1917,Ahmedabad,4/1/2020,24.79,86.06,21.29,4.5,22.16,36.76
1918,Ahmedabad,4/2/2020,25.52,88.12,24.24,4.46,18.54,38.17
1919,Ahmedabad,4/3/2020,33.48,87.96,41.44,4.51,23.84,46.53
1920,Ahmedabad,4/4/2020,39.44,84.83,39.88,3.82,27.53,58.08
1921,Ahmedabad,4/5/2020,43.77,87.96,40.99,3.35,31.4,53.61
1922,Ahmedabad,4/6/2020,46.64,95.3,29.6,3.75,22.2,49.67
1923,Ahmedabad,4/7/2020,45.8,104.5,16.8,3.87,31.04,48.2
1924,Ahmedabad,4/8/2020,36.3,90.07,15.65,5.19,30.8,49.83
1925,Ahmedabad,4/9/2020,32.12,89.74,21.61,5.07,20.75,62.53
1926,Ahmedabad,4/10/2020,30.73,78.56,28.65,0.59,32.01,42.61
1927,Ahmedabad,4/11/2020,30.18,74.99,34.81,0.45,25.09,39.0
1928,Ahmedabad,4/12/2020,26.7,72.83,27.0,0.36,21.57,42.16
1929,Ahmedabad,4/13/2020,18.77,61.54,23.01,0.39,26.86,47.88
1930,Ahmedabad,4/14/2020,31.16,72.09,25.9,0.37,21.85,43.35
1931,Ahmedabad,4/15/2020,23.69,64.81,17.18,0.43,23.5,44.04
1932,Ahmedabad,4/16/2020,38.65,81.47,26.76,0.36,22.03,54.24
1933,Ahmedabad,4/17/2020,30.8,76.25,25.97,0.36,18.03,37.28
1934,Ahmedabad,4/18/2020,30.69,107.31,22.57,0.41,36.24,39.3
1935,Ahmedabad,4/19/2020,21.27,65.12,13.93,0.36,21.0,40.56
1936,Ahmedabad,4/20/2020,29.84,77.98,15.77,0.34,25.22,38.31
1937,Ahmedabad,4/21/2020,27.81,73.99,16.32,0.39,19.16,38.23
1938,Ahmedabad,4/22/2020,32.11,94.34,17.95,0.45,15.83,42.22
1939,Ahmedabad,4/23/2020,31.67,81.09,16.17,0.35,32.39,43.6
1940,Ahmedabad,4/24/2020,27.19,82.36,16.13,0.28,20.59,51.81
1941,Ahmedabad,4/25/2020,28.25,70.48,13.88,0.38,16.51,41.74
1942,Ahmedabad,4/26/2020,25.91,73.35,13.82,0.4,10.58,44.44
1943,Ahmedabad,4/27/2020,31.76,81.16,19.95,0.46,29.73,52.46
1944,Ahmedabad,4/28/2020,32.55,87.41,23.58,0.46,42.86,50.2
1945,Ahmedabad,4/29/2020,27.15,76.73,24.82,0.67,32.97,54.81
1946,Ahmedabad,4/30/2020,26.93,74.38,17.05,0.46,37.7,56.97
1947,Ahmedabad,5/1/2020,28.71,89.91,13.32,0.54,26.36,49.97
1948,Ahmedabad,5/2/2020,22.56,63.23,15.16,0.56,25.87,55.72
1949,Ahmedabad,5/3/2020,23.82,62.1,16.38,0.64,22.71,54.35
1950,Ahmedabad,5/4/2020,23.73,69.88,15.87,0.73,20.04,58.72
1951,Ahmedabad,5/5/2020,33.47,134.83,29.05,0.54,2.42,54.8
1952,Ahmedabad,5/6/2020,26.52,79.38,18.06,0.67,14.532,59.96
1953,Ahmedabad,5/7/2020,30.45,75.08,21.48,0.4,14.532,58.31
1954,Ahmedabad,5/8/2020,26.79,66.34,14.99,0.51,14.532,57.81
1955,Ahmedabad,5/9/2020,23.79,74.56,16.64,0.55,14.532,52.49
1956,Ahmedabad,5/10/2020,26.17,62.14,14.73,0.77,14.532,56.28
1957,Ahmedabad,5/11/2020,21.31,66.1,15.01,0.54,14.532,57.55
1958,Ahmedabad,5/12/2020,21.94,69.06,16.95,0.58,14.532,57.89
1959,Ahmedabad,5/13/2020,23.19,67.28,17.46,0.48,14.532,52.31
1960,Ahmedabad,5/14/2020,21.9,64.39,18.73,0.49,14.532,51.86
1961,Ahmedabad,5/15/2020,19.15,78.8,19.59,0.51,14.532,61.79
1962,Ahmedabad,5/16/2020,35.75,107.68,18.72,0.39,14.532,54.31
1963,Ahmedabad,5/17/2020,27.28,63.5,18.56,0.68,14.532,55.52
1964,Ahmedabad,5/18/2020,20.85,61.13,21.35,0.62,14.532,54.41
1965,Ahmedabad,5/19/2020,23.98,56.9,26.56,0.61,14.532,59.05
1966,Ahmedabad,5/20/2020,25.6,82.26,22.47,0.69,14.532,60.12
1967,Ahmedabad,5/21/2020,33.35,84.99,25.02,0.56,14.532,62.4
1968,Ahmedabad,5/22/2020,31.38,90.28,35.67,0.65,14.532,62.39
1969,Ahmedabad,5/23/2020,29.26,82.26,22.23,0.67,14.532,55.64
1970,Ahmedabad,5/24/2020,25.47,67.79,17.85,0.81,14.532,57.16
1971,Ahmedabad,5/25/2020,24.84,70.95,16.03,0.57,14.532,57.53
1972,Ahmedabad,5/26/2020,29.78,99.14,19.35,0.59,14.532,50.52
1973,Ahmedabad,5/27/2020,31.25,89.65,21.42,0.83,14.532,54.58
1974,Ahmedabad,5/28/2020,30.7,86.02,18.84,0.56,14.532,55.49
1975,Ahmedabad,5/29/2020,23.91,81.0,18.6,0.57,14.532,44.9
1976,Ahmedabad,5/30/2020,25.71,66.36,16.46,0.41,14.532,47.74
1977,Ahmedabad,5/31/2020,22.83,67.92,15.35,0.4,14.532,53.06
1978,Ahmedabad,6/1/2020,31.02,312.28,22.62,0.64,14.532,66.9
1979,Ahmedabad,6/2/2020,131.88,173.4,41.56,0.45,20.08,34.26
1980,Ahmedabad,6/3/2020,67.4506,586.27,43.36,0.44,23.71,73.66
1981,Ahmedabad,6/4/2020,26.08,84.25,37.3,0.79,21.29,56.78
1982,Ahmedabad,6/5/2020,30.72,88.9,33.6,0.63,14.73,4.08
1983,Ahmedabad,6/6/2020,33.19,65.77,39.76,0.71,14.4,40.28
1984,Ahmedabad,6/7/2020,20.67,69.5,34.11,0.82,13.05,36.32
1985,Ahmedabad,6/8/2020,22.92,70.97,28.47,0.57,11.6,30.16
1986,Ahmedabad,6/9/2020,21.17,81.73,25.68,0.86,12.69,39.69
1987,Ahmedabad,6/10/2020,23.62,94.06,20.92,0.85,16.22,44.32
1988,Ahmedabad,6/11/2020,20.4,66.21,26.94,0.68,18.41,37.38
1989,Ahmedabad,6/12/2020,21.4,93.89,22.4,0.85,16.27,45.05
1990,Ahmedabad,6/13/2020,21.72,62.28,28.15,1.18,17.51,30.53
1991,Ahmedabad,6/14/2020,24.1,87.14,27.53,0.86,20.82,35.29
1992,Ahmedabad,6/15/2020,21.21,92.72,31.93,0.85,19.3,33.59
1993,Ahmedabad,6/16/2020,31.49,94.09,24.73,0.85,11.26,38.44
1994,Ahmedabad,6/17/2020,14.79,11.5,19.65,0.81,9.4,18.2
1995,Ahmedabad,6/18/2020,12.1,89.23,36.24,0.56,11.72,75.83
1996,Ahmedabad,6/19/2020,17.65,135.16,33.84,0.71,9.9,40.03
1997,Ahmedabad,6/20/2020,22.9,120.7,15.81,0.5,10.1,46.04
1998,Ahmedabad,6/21/2020,24.28,138.12,12.44,0.7,11.45,57.31
1999,Ahmedabad,6/22/2020,19.02,98.37,16.76,0.52,13.32,45.85
2000,Ahmedabad,6/23/2020,22.2,88.99,15.67,0.51,13.0,64.75
2001,Ahmedabad,6/24/2020,30.29,118.127,25.92,0.75,11.99,43.31
2002,Ahmedabad,6/25/2020,32.56,142.43,24.83,0.65,11.73,40.54
2003,Ahmedabad,6/26/2020,36.48,150.65,30.78,0.59,10.41,44.47
2004,Ahmedabad,6/27/2020,62.12,118.67,56.35,0.49,12.44,68.05
2005,Ahmedabad,6/28/2020,31.57,118.127,23.99,0.52,11.01,26.34
2006,Ahmedabad,6/29/2020,29.75,127.98,25.15,0.67,12.1,34.99
2007,Ahmedabad,6/30/2020,40.02,121.1,58.92,0.73,16.39,41.64
2008,Ahmedabad,7/1/2020,37.63,118.127,35.04,0.28,14.4,9.69
2009,Aizawl,3/11/2020,32.69,47.91,2.85,0.6,4.53,4.48
2010,Aizawl,3/12/2020,31.21,38.66,1.27,0.56,4.22,2.81
2011,Aizawl,3/13/2020,38.39,46.68,0.91,0.57,4.46,0.18
2012,Aizawl,3/14/2020,43.23,50.83,1.07,0.57,4.53,0.41
